"","max.in","min.in","mean.in","median.in","sum.in","count.in","under1000.in","max.out","min.out","mean.out","median.out","sum.out","count.out","under1000.out"
"1",85837,78,41656.53125,43472.5,7998054,192,20,85836,78,41654.7447916667,43470.5,7997711,192,20
