"","taxon","Kingdom","Phylum","Class","Order","Family","Genus","Species","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison","threshold","Enriched_Genus"
"511","sp560","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae",NA,NA,2.8344823292582,0.21074262967812,0.323272031536269,0.651904925633743,0.514462507176175,0.58624797329378,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"512","sp561","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA,1.93725112247229,1.2375573054578,0.306734082457389,4.03462600420257,5.46893360818423e-05,0.000465693035599346,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"513","sp563","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group",NA,NA,2.07336400795775,0.541113543962317,0.290723238152067,1.86126691282683,0.0627064932101486,0.150334107756176,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"514","sp565","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","thiogangeticum",1.30095505782954,0.510756813062455,0.261453069578896,1.95353152244529,0.050756645834805,0.128993004382721,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"515","sp566","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae",NA,NA,2.54464398577202,1.69997814665219,0.328392392163674,5.17666726519323,2.25884542148579e-07,3.06259964184943e-06,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"516","sp567","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,1.71041993852813,-1.64229324293678,0.263845952837635,-6.22443977356519,4.83279742632919e-10,1.03038192456011e-08,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"517","sp568","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA,2.32330657211532,0.00423333731472541,0.289133894585976,0.0146414425772783,0.988318236394727,0.991157211580062,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"518","sp569","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,1.31798998733606,-0.949439787217707,0.229085681177081,-4.14447460155225,3.40593701250595e-05,0.000302954843182456,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"519","sp570","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","necator",2.34692912308319,1.03130598660406,0.311854840421762,3.3070065072881,0.000942987014358258,0.00534231791298705,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"520","sp571","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella",NA,2.2097119594169,1.46345382973139,0.316479538033947,4.62416571644012,3.76109095586992e-06,4.10340899990026e-05,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"521","sp572","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA,2.51732530452906,0.602000878978119,0.310350501110108,1.93974514887133,0.052410669682103,0.132593297483799,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"522","sp573","Bacteria","Firmicutes","Bacilli","Brevibacillales","Brevibacillaceae","Brevibacillus",NA,2.08537167079608,-2.0907296995147,0.275732160455731,-7.58246588304803,3.39048258835547e-14,1.33374899567279e-12,"Terephthalamide Enriched","Enriched","Brevibacillus"
"523","sp574","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA,NA,2.07907815481371,0.788801602589803,0.295097117718768,2.67302374447975,0.00751709295408894,0.0299077501720376,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"524","sp576","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","aggregatus",2.49375719349856,0.215714801118019,0.306773455964663,0.703172966643069,0.481947964086782,0.558720203371351,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"525","sp577","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas",NA,2.78332050411686,1.28700728532042,0.322642611426289,3.98895632424687,6.63646381049682e-05,0.000552697706125656,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"526","sp578","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Chryseolinea",NA,2.49363429855802,-1.13422459202831,0.268916417482386,-4.21775882129846,2.46742525153834e-05,0.000231640674490128,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"527","sp579","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga",NA,3.07898354004756,-0.921262643100286,0.307253316011392,-2.99838144974203,0.00271417728260305,0.0134171630978944,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"528","sp580","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","SH3-11",NA,2.34607238103571,-0.461037320833198,0.283159199128074,-1.62819121629409,0.103484346699824,0.213446330984306,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"529","sp581","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA,3.43089240750912,-0.477885364108721,0.323131458598467,-1.47891934193431,0.139161873234812,0.261736775720424,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"530","sp582","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas",NA,1.85706716654519,0.48305061026024,0.287185658225188,1.6820150882377,0.0925659141683144,0.196529136164227,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"531","sp583","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA,NA,1.73261458608354,-0.404640207622961,0.2590540987757,-1.561991142141,0.11829007558987,0.235316368320874,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"532","sp584","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA,1.38593468682109,0.0404500419331123,0.249130284925711,0.162365012929577,0.871018420856538,0.899354694806769,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"533","sp587","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas",NA,1.30663478846446,0.51917164079056,0.256512552203981,2.02396193219313,0.0429740687549633,0.114446091245655,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"534","sp588","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter","daejeonensis",2.9765369344205,-0.294451659856363,0.302632018168174,-0.972969290026458,0.330568565327133,0.454369095944234,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"535","sp590","Bacteria","Proteobacteria","Alphaproteobacteria","Parvibaculales","Parvibaculaceae","Parvibaculum",NA,1.16464152259144,-0.551543474654052,0.22474191541733,-2.45411931116577,0.0141230113967358,0.0493580279547629,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"536","sp591","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Leptothrix",NA,2.06722703324327,-0.184059804170486,0.285151343210091,-0.645481105220942,0.518615458973802,0.589057737663208,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"537","sp592","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA,6.40166391047116,-1.7029882812218,0.355652053204046,-4.78835498313504,1.68154009198247e-06,1.94071961855663e-05,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"538","sp593","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA,NA,1.54518347513114,-0.312045715485214,0.246264513793782,-1.26711603989569,0.20511380104216,0.334924299917806,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"539","sp594","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter",NA,2.71481465768438,0.642265802023821,0.314966535449422,2.03915568715063,0.0414344918931084,0.111189493016322,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"540","sp595","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia",NA,2.12935990801699,1.40061749524081,0.315417345958429,4.44052146525071,8.97411524698457e-06,9.31773378618137e-05,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"541","sp597","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA,1.56790239767083,0.861039149195495,0.280532272166082,3.06930515532894,0.00214557310949649,0.0109955700822453,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"542","sp599","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium",NA,1.79509162306767,-0.71878275499268,0.265928261828329,-2.70291976509324,0.0068733335642015,0.0277020694062757,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"543","sp600","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA,3.82908733730104,0.418559422516662,0.344773211983225,1.21401375735951,0.224742470751849,0.35644845020438,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"544","sp601","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",NA,3.8277006539072,0.587666691334862,0.336353669612921,1.74716896060969,0.0806080341643763,0.18097929213915,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"545","sp602","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA,2.89598096224414,0.619568900344406,0.322046678732297,1.92384812904538,0.0543736226283078,0.137062750903306,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"546","sp603","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","ureae",2.48166053867828,-0.369538489114056,0.295885463995564,-1.24892410774054,0.211692833131136,0.339938071473,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"547","sp604","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia",NA,1.51126280005673,-1.3319821726963,0.244708832262228,-5.44313076231333,5.23521868899688e-08,8.12331433242682e-07,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"548","sp605","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","ureae",3.10665707225786,-2.05243314687721,0.299865986949287,-6.84450133127076,7.67427239377482e-12,2.23273362456386e-10,"Terephthalamide Enriched","Enriched","Nitrosomonas"
"549","sp606","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea",NA,6.28239850452369,-4.08722292431325,0.31678621345941,-12.9021489908902,4.37717878568982e-38,2.03757672473861e-35,"Terephthalamide Enriched","Enriched","Arsenicitalea"
"550","sp607","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA,3.93507667225432,1.48493311575056,0.342008543145025,4.34180123717227,1.41319351704411e-05,0.000140894288670134,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"551","sp608","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,2.00524165655974,1.29735884095158,0.309439683045664,4.19260654671795,2.75767491640903e-05,0.000255039272898359,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"552","sp609","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavihumibacter",NA,2.73766731987968,-0.173172628960746,0.307998794033801,-0.562250996806635,0.573945020346408,0.642238959065511,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"553","sp610","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA,2.1415509293996,1.1090645475545,0.31289787975519,3.5444936489254,0.000393367981597809,0.00251413449108165,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"554","sp612","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,2.51060493478655,0.342344910104102,0.306429420521964,1.11720640113786,0.263906084302302,0.39395494038286,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"555","sp613","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas",NA,1.39728431488492,0.647351317919693,0.265858190706678,2.43494968576657,0.0148938605227358,0.0514197187144636,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"556","sp614","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",NA,1.59062132021051,0.887263937486679,0.28614787373075,3.10071826122164,0.00193051878865441,0.00996661548375559,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"557","sp615","Bacteria","Firmicutes","Bacilli","Brevibacillales","Brevibacillaceae","Brevibacillus",NA,1.75589188279347,-1.70470155556042,0.26622669332484,-6.40319546575447,1.52158187164963e-10,3.60150692162493e-09,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"558","sp616","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",NA,3.06735128528996,-0.283416064484219,0.309727910332749,-0.915048515258886,0.360166161374266,0.476496251410573,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"559","sp617","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga",NA,2.67515487530006,0.483112329900719,0.314831023270738,1.53451310128757,0.124903472669705,0.241554569554129,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"560","sp618","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella",NA,1.98252273402006,1.27766626738796,0.307452407978918,4.15565542578403,3.24356355219895e-05,0.000290361314143964,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"561","sp619","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,2.30060896156686,-0.000630062502166258,0.29569977646341,-0.0021307506880859,0.998299908209487,0.998657465483201,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"562","sp620","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA,1.52798203532718,0.191136836801658,0.258902209889054,0.738258807769795,0.460357192867281,0.538207467424996,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"563","sp621","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA,2.61794949090135,-0.419848815743983,0.291903153036114,-1.43831545283802,0.150344569322412,0.270270343191781,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"564","sp622","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA,1.3352763983391,0.560638322507119,0.266044868321317,2.10730741038013,0.0350909414354088,0.0989152184371003,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"565","sp623","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA,3.61187776899749,0.203411898787656,0.333199842135971,0.610480177552569,0.541543770449346,0.610767268430369,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"566","sp624","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Ferribacterium",NA,2.62433229576613,1.75094370048477,0.330631502135754,5.29575581629197,1.185251352967e-07,1.73319739729677e-06,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"567","sp626","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage",NA,2.53347791759862,-0.631978338383605,0.290475353541233,-2.17566940079099,0.0295799898176639,0.0874253032388734,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"568","sp627","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,1.40318168446163,-1.13071118511519,0.244195310216292,-4.63035585783232,3.65037825936657e-06,3.99823783467092e-05,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"569","sp630","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parasegetibacter","luojiensis",2.6015740404024,0.149429231777986,0.304602443854986,0.490571348958465,0.623729654786947,0.686938850875371,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"570","sp631","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA,2.49369849116295,-0.884392936268028,0.293263343853552,-3.01569546553923,0.00256390624691457,0.0128333156767606,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"571","sp632","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA,2.15849178924424,0.455929732827548,0.288194208213301,1.58202253839224,0.113644425366205,0.228023620724003,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"572","sp633","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA,2.01107483353153,0.439760109550745,0.28691469995698,1.53272073412998,0.125344678218008,0.241554569554129,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"573","sp634","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA,NA,2.73792690846455,-0.0129225086323358,0.303399477668674,-0.0425923891881177,0.966026462534351,0.975103689865718,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"574","sp636","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA,2.01660111782958,-0.187067877719744,0.287976716769837,-0.649593758196976,0.515954666000585,0.587229577074016,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"575","sp637","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","daechungensis",3.52077591510048,1.58482732531376,0.341095706255403,4.64628342207006,3.37968597346145e-06,3.71632398577868e-05,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"576","sp638","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA,NA,1.38047128671844,0.624272162317648,0.265542240709763,2.35093354883593,0.0187263778074048,0.0619701104455942,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"577","sp639","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA,1.74399962174285,-0.46790243809682,0.264849206398864,-1.7666748730678,0.0772826937790243,0.174636378418135,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"578","sp640","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","protegens",1.22728053070892,-0.72721254433558,0.229646594214809,-3.16665939167098,0.00154200814106151,0.0082664659078403,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"579","sp641","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA,2.33434645418977,0.847576791006696,0.305534693250477,2.77407708430628,0.00553585593739,0.0236778646755441,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"580","sp642","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter",NA,2.30625263040154,1.06920804027172,0.306582901951504,3.48750055357245,0.000487557914035305,0.00303961887031385,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"581","sp644","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales","Syntrophobacteraceae","Desulfovirga",NA,2.33466603338516,0.70463547942065,0.310782407391522,2.26729526080591,0.0233721947897607,0.0734291789064136,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"582","sp645","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter",NA,1.61854110027926,0.738469309824217,0.273251889244867,2.70252224738494,0.00688155790175139,0.0277020694062757,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"583","sp646","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia","pickettii",1.30072463169302,0.544143853620721,0.262521571295331,2.07275863440788,0.0381947479029428,0.103978623344014,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"584","sp648","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA,2.41398823510747,0.595206443173823,0.298800034573077,1.99198920450009,0.0463722423796625,0.120991330352103,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"585","sp649","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA,3.14661676742555,2.04678812440285,0.345099835470659,5.93100289836814,3.01089898077177e-09,5.60629390219703e-08,"Terephthalamide Enriched","Enriched","Bradyrhizobium"
"586","sp650","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 13","estertheticum",3.75374615718109,0.63353975936805,0.317409174682916,1.99597179256378,0.0459369932173501,0.120584607195544,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"587","sp652","Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","CK06-06-Mud-MAS4B-21",NA,1.24983748211525,-0.0979717414101142,0.232676928726956,-0.421063411598848,0.673708778174834,0.728902892148502,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"588","sp653","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes",NA,2.92453203011193,1.92837599081285,0.34062820755198,5.66123400252627,1.50288323922895e-08,2.55948346778443e-07,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"589","sp655","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella",NA,2.12509568605456,0.251595587349862,0.299811417465351,0.839179473139774,0.401368604305674,0.503768805991689,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"590","sp657","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA,2.03364030973435,1.32160462723002,0.307796169558118,4.29376567332645,1.7566787999325e-05,0.000169186340972809,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"591","sp658","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA,2.41418226227405,1.6123854714803,0.321241473074997,5.01923196916694,5.18784740378015e-07,6.58620809034453e-06,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"592","sp659","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes",NA,1.33519967517067,0.0159770843543299,0.244473267376991,0.0653530937175734,0.947892869984731,0.960270143586272,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"593","sp661","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter",NA,2.25514980449626,1.4979016609889,0.322254232566145,4.64819856378905,3.34846501688719e-06,3.69654655816834e-05,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"594","sp662","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","succinicans",2.17554016015026,0.591586900689736,0.291607979759782,2.02870614575454,0.0424882295581943,0.113777205326977,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"595","sp663","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dokdonella",NA,2.36306468655976,-0.601464698993458,0.29492474546156,-2.03938363344914,0.0414117545567042,0.111189493016322,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"596","sp664","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis",NA,NA,3.03285990682793,-0.049219941138365,0.31244640316598,-0.157530829734718,0.87482651259833,0.902952863890294,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"597","sp665","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Paracaedibacter",NA,2.48912698407203,1.66319086357686,0.332134977030452,5.00757516852665,5.51200279978253e-07,6.96607412660299e-06,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"598","sp668","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocella",NA,1.18167218969971,0.321746808543593,0.241740653708888,1.33095862697157,0.183202624743345,0.31143331156918,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"599","sp669","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA,2.70952825528994,-0.0625743480554644,0.307545700862202,-0.203463575917458,0.838772712420888,0.871861624782858,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"600","sp672","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA,1.76126898315291,0.702150815388147,0.291767931444182,2.40653868954229,0.0161044980948211,0.0549876077980871,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"601","sp673","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Longivirga",NA,2.63573438101843,-0.44326523473221,0.303464446084591,-1.4606825954453,0.144102567587639,0.266189465127167,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"602","sp674","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia",NA,1.77237270052798,1.08150516938512,0.294576305727692,3.67139226189111,0.000241232766221569,0.00163932631644001,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"603","sp675","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","agaridevorans",1.95417096722616,1.25269315525576,0.309485208706188,4.04766728753431,5.17306081459672e-05,0.000441845836549499,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"604","sp676","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis",NA,2.12451599989308,-0.470411430906458,0.288028137876719,-1.63321345745672,0.102424110603021,0.213031623771167,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"605","sp677","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA,2.10716051995134,0.0689784381518735,0.291473295154747,0.236654401272857,0.812924912615338,0.849419858187295,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"606","sp678","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter",NA,3.24342293497251,2.09551155902654,0.352053196992639,5.95225828632471,2.6446755939693e-09,4.9909317121326e-08,"Terephthalamide Enriched","Enriched","Parapedobacter"
"607","sp679","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,3.08915571967053,0.93062128013115,0.331016031127264,2.81140848967934,0.00493251194838104,0.0217295045296975,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"608","sp680","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Azorhizobium",NA,1.42563380202947,0.467542459966253,0.252563141928976,1.85119038508688,0.0641421685063683,0.152988109853362,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"609","sp681","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA,3.12503090807613,1.28545634399439,0.334458251790394,3.84339850224411,0.000121342196090925,0.000920781550631338,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
