"","taxon","Kingdom","Phylum","Class","Order","Family","Genus","Species","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Comparison","threshold","Enriched_Genus"
"1","sp1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,2434.40385106575,-3.8185834947231,0.615579012806006,-6.20323860184377,5.53128794740258e-10,1.14436201756262e-08,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"2","sp2","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,1447.13199386831,3.65305746361081,0.544945192216831,6.703531870334,2.03441298604382e-11,5.62585690101029e-10,"Terephthalamide Enriched","Enriched","Hydrogenophaga"
"3","sp3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,927.808011399626,2.95783919871731,0.567985160802404,5.20759942837011,1.91299337304924e-07,2.67149524546326e-06,"Terephthalamide Enriched","Enriched","Hydrogenophaga"
"4","sp4","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,667.147473021488,3.40889278334198,0.533378975729843,6.39112701935329,1.64667521128221e-10,3.83263655425935e-09,"Terephthalamide Enriched","Enriched","Pseudomonas"
"5","sp5","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","rhodochrous",244.124354797612,5.89117372974933,0.514190776436906,11.4571750403076,2.16460339181296e-30,6.04573727333359e-28,"Terephthalamide Enriched","Enriched","Rhodococcus"
"6","sp6","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","yamanorum",104.721450322336,0.632108013340412,0.524192883907164,1.20586912326791,0.227867957723455,0.357748850995847,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"7","sp7","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","erythropolis",272.528876779992,0.568355228031944,0.510443375525772,1.11345401915839,0.265513485777428,0.395719939048216,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"8","sp8","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","ruber",82.0951105523856,4.15799039971288,0.518230874477263,8.02343242074688,1.02830569081538e-15,4.95182378352991e-14,"Terephthalamide Enriched","Enriched","Rhodococcus"
"9","sp9","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","elkanii",553.813702172504,-2.55137565266603,0.517182469931425,-4.9332214469766,8.08843630112861e-07,9.7796548004555e-06,"Terephthalamide Enriched","Enriched","Bradyrhizobium"
"10","sp10","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","borbori",63.2187298301886,-0.26252287164785,0.510828095370745,-0.513916274431456,0.607310528693545,0.672302142941368,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"11","sp11","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum",NA,21.4042623269434,-4.35037805897719,0.420685710061614,-10.3411595757318,4.58950120602673e-25,8.54565124562178e-23,"Terephthalamide Enriched","Enriched","Noviherbaspirillum"
"12","sp12","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA,3.87394987942486,0.656704675598604,0.343278084735866,1.91303990787499,0.055742943676855,0.139008965794157,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"13","sp13","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,116.316627477719,3.03798119856201,0.543785774445725,5.58672429718963,2.31392633567009e-08,3.8016448561921e-07,"Terephthalamide Enriched","Enriched","Hydrogenophaga"
"14","sp14","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","boronicumulans",443.326453061929,-4.75197568939415,0.508386995546269,-9.34716216391037,9.00308496742851e-21,9.27862141509666e-19,"Terephthalamide Enriched","Enriched","Variovorax"
"15","sp15","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","umsongensis",296.777487554114,-0.56565321885776,0.528662107343272,-1.06997118008019,0.284632281330471,0.414932673902371,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"16","sp16","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA,24.0538805918174,-2.24131393429989,0.428556144249311,-5.22991903015631,1.69584298620875e-07,2.38014545752815e-06,"Terephthalamide Enriched","Enriched","Ramlibacter"
"17","sp17","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Nitrobacter",NA,101.187678665195,1.62892542164065,0.517900139805802,3.14525001335479,0.00165944949127664,0.00879476741771474,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"18","sp18","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter",NA,184.727585852019,2.67871067308228,0.514930998488213,5.20207694030213,1.9707360009199e-07,2.72488398543034e-06,"Terephthalamide Enriched","Enriched","Achromobacter"
"19","sp19","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","mexicana",66.9786063746486,4.53374985850085,0.466505270314408,9.71853941852632,2.51361044305404e-22,3.19114271247725e-20,"Terephthalamide Enriched","Enriched","Pseudoxanthomonas"
"20","sp20","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Eoetvoesia",NA,404.155219361189,-9.68809042518618,0.437946806488057,-22.1216145012588,1.95794671910029e-108,5.4685451864471e-105,"Terephthalamide Enriched","Enriched","Eoetvoesia"
"21","sp21","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","alpinus",193.868331434787,1.09613828968937,0.512997768241691,2.13673110790794,0.0326198683084952,0.0938283132704706,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"22","sp22","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","oligotropha",259.614294523748,2.40867814030309,0.561391637183254,4.29054866650397,1.78232220454835e-05,0.000171066182725208,"Terephthalamide Enriched","Enriched","Nitrosomonas"
"23","sp23","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","facilis",32.2342695228378,2.31237182389289,0.445187203529103,5.19415608885921,2.05650549313204e-07,2.81559796192048e-06,"Terephthalamide Enriched","Enriched","Acidovorax"
"24","sp24","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,42.4016872058961,-0.572608912508732,0.502918378863721,-1.13857225461211,0.254881606233159,0.38501045224944,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"25","sp25","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium",NA,61.3870142989313,-0.892445648031015,0.517187566364744,-1.72557444546457,0.0844240000197156,0.186423132787364,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"26","sp26","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,41.835864267047,-3.94721083807119,0.44233971453973,-8.92348280818148,4.51849914808355e-19,3.32109687384141e-17,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"27","sp27","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas","mexicana",311.936544696088,-0.696541723354597,0.532509249467078,-1.30803685391696,0.190860809463133,0.319397388154901,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"28","sp28","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA,96.2226430622193,1.08715054700969,0.516726031750162,2.10392060823313,0.0353853729847514,0.0994279142318014,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"29","sp29","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","japonicum",32.290234598483,1.47912645385045,0.487949375972495,3.03131129310805,0.0024349406997672,0.0123426304436475,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"30","sp30","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Bordetella","hinzii",58.1442150023064,2.68394578476603,0.51134930915144,5.24875214795911,1.53132936640456e-07,2.17106747226798e-06,"Terephthalamide Enriched","Enriched","Bordetella"
"31","sp31","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax",NA,225.954395530582,-1.83688919516515,0.566487226886103,-3.24259596330576,0.00118446051872515,0.00656388537460186,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"32","sp32","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera",NA,90.4139908911847,3.8021847846221,0.512464429706729,7.41941208836289,1.1764135406925e-13,4.21246540917198e-12,"Terephthalamide Enriched","Enriched","Lacunisphaera"
"33","sp33","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora","purpureochromogenes",5.91977806032571,0.277075145354053,0.37843226406668,0.73216575768823,0.464067401747714,0.54096003884865,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"34","sp34","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","alaskensis",76.2978766616917,1.44859848208791,0.492805658978208,2.93949238548003,0.00328750348446026,0.0157495664358448,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"35","sp35","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,27.0154697979399,-6.32046101163206,0.388419990263051,-16.2722341024509,1.55383479324348e-59,2.16993028876451e-56,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"36","sp36","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA,NA,33.4599948405855,4.16969191612502,0.46683937200388,8.93174861885977,4.19327452140118e-19,3.25328214952042e-17,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"37","sp37","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","bullata",59.6682234191051,3.87465451284718,0.465109625498982,8.33062637370782,8.0415743040804e-17,4.49202340625931e-15,"Terephthalamide Enriched","Enriched","Brevundimonas"
"38","sp38","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,43.4805123593103,1.18440024848277,0.471995837863153,2.50934468796346,0.0120955392819357,0.043809644846583,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"39","sp39","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02",NA,19.6696352920122,2.23241107451737,0.425272144609457,5.2493705567466,1.5261979762423e-07,2.17106747226798e-06,"Terephthalamide Enriched","Enriched","SWB02"
"40","sp40","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA,NA,9.9462743620908,3.58011163748939,0.430757357884771,8.31120251797785,9.47370852188226e-17,5.18824860816022e-15,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"41","sp41","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter","aminovorans",71.0110489956584,2.67345024487635,0.452287495908843,5.91095325221014,3.40133561343065e-09,6.16878595344922e-08,"Terephthalamide Enriched","Enriched","Aminobacter"
"42","sp42","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,47.3826056739086,2.14607134559624,0.458811072168317,4.67746197896667,2.90447405841857e-06,3.24487841806523e-05,"Terephthalamide Enriched","Enriched","Caulobacter"
"43","sp43","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,9.3472011425312,1.36516845204608,0.398424605456006,3.42641602288496,0.000611602847635878,0.00367356291063872,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"44","sp44","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aliihoeflea",NA,17.3424558082756,0.553787376658391,0.440316841234459,1.25770201091062,0.208499544745442,0.338963462441222,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"45","sp45","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium",NA,16.2890548085893,0.756040072382007,0.453714379245407,1.6663348286193,0.0956467434035614,0.201768394506153,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"46","sp46","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","delafieldii",23.4955903634777,-2.68847435977211,0.448303996482879,-5.99698950012547,2.01009051986996e-09,3.92600197342432e-08,"Terephthalamide Enriched","Enriched","Acidovorax"
"47","sp47","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae",NA,NA,38.6826095750349,-2.99445078045844,0.456082949373131,-6.56558370483746,5.18294282375785e-11,1.3041404780861e-09,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"48","sp48","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira",NA,30.8919648997006,0.887787808334491,0.489551500768842,1.81347173267821,0.0697590945911657,0.163052585907514,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"49","sp49","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Parablastomonas",NA,15.1719904523045,1.17406298442112,0.449129391872655,2.61408628708497,0.00894664384914378,0.0346093854164246,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"50","sp50","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter",NA,42.7841776409214,2.35301065073352,0.49023241615987,4.79978592432814,1.58835321115735e-06,1.85618013337343e-05,"Terephthalamide Enriched","Enriched","Lacibacter"
"51","sp51","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA,52.6311809516616,1.27475706478105,0.456587299378082,2.79192405596345,0.00523956520024959,0.022759919860013,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"52","sp52","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,13.5280535027851,3.4035024224435,0.420204433169929,8.09963473437973,5.51244452768571e-16,2.74933170818325e-14,"Terephthalamide Enriched","Enriched","Hydrogenophaga"
"53","sp53","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas",NA,31.2018433972283,-1.2303544015539,0.477369683031599,-2.57736183358015,0.00995576739879305,0.0375255848108353,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"54","sp54","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas","oligotropha",2.13498458477901,1.40511158442249,0.324908732530015,4.32463471658979,1.5278481441824e-05,0.000149729118129875,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"55","sp55","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium",NA,35.9757915695887,5.29491813046418,0.482495672553496,10.9740220102743,5.09542426348367e-28,1.09473230522384e-25,"Terephthalamide Enriched","Enriched","Mesorhizobium"
"56","sp56","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA,16.8878940743573,2.4662575225309,0.444098160543779,5.5534062998844,2.80155867535885e-08,4.57587916975278e-07,"Terephthalamide Enriched","Enriched","Luteimonas"
"57","sp57","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Verticiella",NA,6.14150493739818,0.799207000917418,0.376152667375577,2.12468784680831,0.0336126682145143,0.0959920064653769,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"58","sp58","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Leadbetterella",NA,64.9984268321093,3.23470320250267,0.491270439192692,6.58436361002766,4.56837868933354e-11,1.18143348882487e-09,"Terephthalamide Enriched","Enriched","Leadbetterella"
"59","sp59","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,127.477142939399,-6.02735861718082,0.457230084859802,-13.182331646066,1.10909233488859e-39,6.19538978268765e-37,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"60","sp60","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Lacibacter",NA,43.7637749522258,2.9964090991786,0.481000766287172,6.22953082238886,4.67834111422217e-10,1.00512359477096e-08,"Terephthalamide Enriched","Enriched","Lacibacter"
"61","sp61","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,25.7749101013058,1.57874124310697,0.477588365810088,3.30565264174536,0.000947554765183679,0.00535732886469234,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"62","sp62","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas","composti",34.1464121458734,2.07668328441991,0.45797061788564,4.53453388343459,5.77308341681052e-06,6.15428319967625e-05,"Terephthalamide Enriched","Enriched","Arenimonas"
"63","sp63","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,14.9932614716921,3.26916666546082,0.432521172501644,7.55839684460395,4.08067442741623e-14,1.5196431567698e-12,"Terephthalamide Enriched","Enriched","Methylibium"
"64","sp64","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","xenophagum",9.84105714436291,3.41676359434596,0.413269204175334,8.26764626985453,1.36629562506823e-16,7.20012015248219e-15,"Terephthalamide Enriched","Enriched","Sphingobium"
"65","sp65","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,24.3704345632997,-3.34764260221613,0.435558681055357,-7.68585898484402,1.5197383004515e-14,6.33526727337467e-13,"Terephthalamide Enriched","Enriched","Unclassified Genus"
"66","sp66","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA,NA,95.4272136168466,-0.292790409149037,0.521822050426178,-0.561092443122922,0.574734519475317,0.642607491150745,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"67","sp67","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium",NA,10.2292258931039,-0.127861352681334,0.426774841075666,-0.299599086860568,0.764482980777807,0.806344775420096,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"68","sp68","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055",NA,53.0488504445885,-5.69349632557406,0.426100137315765,-13.3618739516032,1.00989315810821e-40,7.05157897649055e-38,"Terephthalamide Enriched","Enriched","Ellin6055"
"69","sp69","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira",NA,16.3956512257655,0.493014659147121,0.439247278148727,1.12240800039787,0.261689004382681,0.391063343628051,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"70","sp70","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","frederiksbergensis",114.018438038696,-3.0094517799854,0.508526704846707,-5.9179817919151,3.2591603773208e-09,5.9495653162464e-08,"Terephthalamide Enriched","Enriched","Pseudomonas"
"71","sp71","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,23.6591302428878,5.09663087186721,0.459292011200083,11.0967113461221,1.30144958209204e-28,3.02912390231922e-26,"Terephthalamide Enriched","Enriched","Hydrogenophaga"
"72","sp72","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter","crystallopoietes",18.344130146111,-5.74422189429784,0.371701709375391,-15.4538484742253,7.10703398958926e-54,6.6166486443076e-51,"Terephthalamide Enriched","Enriched","Arthrobacter"
"73","sp73","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","opacus",21.2420448864358,3.11963826010938,0.446460880097983,6.98748400850872,2.79859460592404e-12,8.40481154230734e-11,"Terephthalamide Enriched","Enriched","Rhodococcus"
"74","sp74","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea",NA,19.1067165742147,1.62329608969942,0.450275254594763,3.60511947555356,0.000312009354787796,0.00207981414778595,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"75","sp75","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,17.2441507579738,-0.881480066592775,0.448821945666514,-1.96398610875355,0.0495317028737903,0.126919308372932,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"76","sp76","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Methyloversatilis",NA,29.8475809454983,4.14209659668866,0.457639398871353,9.05100523884974,1.41658152969304e-19,1.16368006248019e-17,"Terephthalamide Enriched","Enriched","Methyloversatilis"
"77","sp77","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae",NA,NA,32.4687274033243,-1.22038608508433,0.44211270389023,-2.7603506398842,0.00577393531405227,0.0243716927420262,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"78","sp78","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","diminuta",28.6975867292638,4.7031149924256,0.436055920372448,10.785577658041,4.02705215180189e-27,8.03396904284478e-25,"Terephthalamide Enriched","Enriched","Brevundimonas"
"79","sp79","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA,1.36353865476983,-0.208568135236477,0.233824182973795,-0.891987015987359,0.372399891850373,0.486488726818564,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"80","sp80","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera",NA,14.5768515119833,3.78341066226092,0.43751273425878,8.64754409644935,5.26195716253046e-18,3.49920151308275e-16,"Terephthalamide Enriched","Enriched","Methylotenera"
"81","sp81","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Hoeflea",NA,10.1616267376142,0.93889631526646,0.421787455526898,2.22599392884644,0.0260145880794201,0.0797147638354552,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"82","sp82","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis",NA,3.95367484502013,0.636832915395849,0.357539430980808,1.78115435729391,0.0748872377150849,0.170603633717971,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"83","sp83","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA,NA,29.0326830203872,0.280096067463671,0.4677341047756,0.598836100690261,0.549282186002515,0.618357575777922,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"84","sp84","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","arborescens",20.8621349100202,4.33272438057336,0.444798615741867,9.74086750100814,2.01823988534455e-22,2.68425904750826e-20,"Terephthalamide Enriched","Enriched","Microbacterium"
"85","sp85","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus",NA,4.59210210878596,1.32076668185872,0.367949593002267,3.58953157437135,0.000331272706104103,0.00216684933992684,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"86","sp86","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","olei",6.04162262980149,2.93999472413982,0.407952805653656,7.20670303867409,5.7322825963387e-13,1.86165875483418e-11,"Terephthalamide Enriched","Enriched","Brevundimonas"
"87","sp87","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA,5.61979662424521,-0.362837148897055,0.377934489521859,-0.960053022300495,0.337028530089099,0.461205626917615,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"88","sp88","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga",NA,13.207245339804,4.2650643349418,0.441046685692508,9.67032396637337,4.0309999336849e-22,4.89503600642692e-20,"Terephthalamide Enriched","Enriched","Hydrogenophaga"
"89","sp89","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","intermedia",51.6396305781678,1.60179837404309,0.476466338173613,3.36182904375385,0.000774280445043707,0.00447736083438318,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"90","sp90","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","horti",8.04167635696922,3.49964720323915,0.418481185439011,8.36273487317673,6.12808235981272e-17,3.56577792311602e-15,"Terephthalamide Enriched","Enriched","Bacillus"
"91","sp91","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter",NA,15.197451528178,2.32750770091744,0.434218385552829,5.36022374537215,8.31189416707269e-08,1.24145028923177e-06,"Terephthalamide Enriched","Enriched","Rhizobacter"
"92","sp92","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI 0001001-H03",NA,7.87733719835909,-1.90715741910387,0.371724874787876,-5.13056173653212,2.88878792853271e-07,3.84208794494851e-06,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"93","sp93","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","fusiformis",30.1953692894362,1.13476810553994,0.474113980549921,2.39344999745364,0.0166907561949556,0.0563691439570869,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"94","sp94","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9 marine group",NA,NA,1.16470119616689,-0.405222856124847,0.212265810046582,-1.90903497852961,0.0562575795369727,0.139793077977549,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"95","sp95","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","buctense",10.1381938753052,1.56299462168383,0.410930288905234,3.80355175533016,0.000142636176338766,0.0010535385042891,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"96","sp96","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA,13.7282610982138,4.06088622321164,0.431543896928303,9.41013475596971,4.95501233633702e-21,5.32282671361127e-19,"Terephthalamide Enriched","Enriched","Ferruginibacter"
"97","sp97","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Candidimonas",NA,6.21404566658532,0.0328598959060841,0.384761688514771,0.085403242804468,0.931940815198739,0.949962581025919,"Terephthalamide Enriched","Not_Enriched","Not Enriched"
"98","sp98","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Aquimonas",NA,13.6829702209021,3.29543868668753,0.434159633317118,7.59038481193963,3.18956819919066e-14,1.27263771147707e-12,"Terephthalamide Enriched","Enriched","Aquimonas"
