"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus"
"sp11",0.0642084108754083,0.999348593564701,2.91603546656606,0.342707969440969,0.731818166677891,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"sp12",0.294339337581857,1.5349709353286,1.79186424874035,0.856633495761558,0.39164746794289,NA,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"sp13",11.1067533150504,-2.10042477260904,1.58591759781485,-1.32442238834042,0.185362803185191,0.26608531424971,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"sp14",1.06564859268729,0.884827149922978,1.10713668724761,0.799203169865771,0.424172614215932,0.454835694761662,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"sp15",9.16356925163291,0.427661935744722,0.982016442025318,0.435493661249407,0.663204139023463,0.682371888706222,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"sp16",0.580873385031957,1.46198312721849,1.44001073287607,1.01525849345479,0.309982624267625,0.353698122561777,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"sp17",20.3661123402615,9.81252264534637,0.991456098662422,9.89708234039257,4.28596451851785e-23,2.54300561432059e-21,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Nitrobacter"
"sp18",12.9430006743235,-4.15958163950535,1.00663783233353,-4.13215310005074,3.59380906872021e-05,0.000278129571405303,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter"
"sp19",6.90870401631289,-4.53637267519726,1.11795217527902,-4.05775200004872,4.95473414851332e-05,0.000367476116014738,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"sp20",0.0810091606195633,0.941683553985305,2.91605683116171,0.322930453179869,0.746747912566501,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Eoetvoesia"
"sp21",9.11249105698626,3.76629333207493,0.90864632927955,4.14494970233486,3.39888307106877e-05,0.000278129571405303,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Pseudarthrobacter"
