"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Kingdom","Phylum","Class","Order","Family","Genus"
"sp1053",0.0491135420479236,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA
"sp1054",0.235357246695656,1.24038900181951,2.91586572588477,0.425393045642776,0.670550174795083,NA,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12_marine_group",NA
"sp1055",0.03054689645629,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"sp1056",0.0257304482686923,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"sp1057",0.0979351900172192,0.999348593564701,2.91603546656606,0.342707969440969,0.731818166677891,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"sp1058",0.0678338915360331,0.0743699489084529,2.91604704411017,0.0255036862517926,0.979653208241174,NA,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella"
"sp1060",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"sp1061",0.148815164171403,1.11559301253128,2.91598682127321,0.382578207964663,0.702032530693297,NA,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae","Candidatus_Planktophila"
"sp1062",0.041028476162471,0.180009626800579,2.91611104857325,0.0617293456257956,0.950778370096154,NA,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium"
"sp1063",0.0522862616927352,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"sp1064",0.024839844098284,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"sp1065",0.0128325315177439,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"sp1066",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"sp1067",0.0174392522188725,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"sp1068",0.0526036881886866,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter"
"sp1069",0.0735616241180012,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter"
"sp1070",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"sp1071",0.0731692096676371,0.183194321060263,2.91607651143858,0.0628221928819995,0.949908093408233,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"sp1073",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea"
"sp1074",0.0124963405580963,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"sp1075",0.0123854246030077,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas"
"sp1076",0.0374161504125174,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"sp1077",0.012419922049142,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes"
"sp1078",0.0494769407071956,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus"
"sp1079",0.0247400163646884,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"sp1080",0.0494194513750354,0.711679967744799,2.91614502898566,0.244048207709459,0.807193484078281,NA,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"sp1081",0.111933518006616,0.941670687993633,2.82728559647366,0.333065286778292,0.739085001947798,NA,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"sp1082",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Xylophilus"
"sp1083",0.0746634053860504,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"sp1084",0.0675498907968823,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus_Xiphinematobacter"
"sp1085",0.0244065997143965,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA
"sp1086",0.0072443141433192,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter"
"sp1088",0.0245880499665365,0.231482887473441,2.91613339233271,0.0793800750274563,0.936730316449605,NA,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"sp1089",0.13183739930243,0.941683553985305,2.91605683116171,0.322930453179869,0.746747912566501,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"sp1090",0,NA,NA,NA,NA,NA,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix"
"sp1091",0.0854998078240385,0.183194321535516,2.9160765114389,0.0628221930449694,0.949908093278458,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas"
"sp1092",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax"
"sp1094",0,NA,NA,NA,NA,NA,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",NA
"sp1095",0,NA,NA,NA,NA,NA,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"sp1096",0.0456548107290906,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium"
"sp1097",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"sp1098",0.0791046870070266,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"sp1099",0.145396223987087,1.05701524490454,2.91601491867079,0.362486226711885,0.71698871421455,NA,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"sp1100",0,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"sp1101",0.0121969415951541,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Duganella"
"sp1102",0.0495238091835686,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"sp1103",0.0898142640060934,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"sp1104",0.0124963405580963,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae","Erysipelothrix"
"sp1105",0.0231281446432158,0.128741189220423,2.91608349191002,0.0441486636365472,0.964785902601693,NA,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae",NA
"sp1106",0.0375192774909584,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae",NA
"sp1107",0.0715210403799719,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","UKL13-1"
"sp1108",0.0461507272546421,0.648532539465136,2.91614552159808,0.222393750470221,0.824007376421388,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia"
"sp1109",0.079326518778574,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"sp1110",0.0331282143543248,0.494647233670352,2.91617418730882,0.1696219779405,0.865307437119052,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","DSSD61"
"sp1111",0.0654474981415596,0.711679900646509,2.91175328385332,0.244416278189852,0.806908435849302,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas"
"sp1112",0.101694265162516,-0.371496116741975,2.91566133859017,-0.12741401472971,0.898612724494183,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"sp1113",0.0604614907161952,0.454046456182482,2.71097801582636,0.167484374101086,0.866988941531473,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Salisediminibacteriaceae","Alkalicoccus"
"sp1114",0.0641277075261821,0.0743699488711483,2.91604704411014,0.025503686239,0.979653208251377,NA,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29"
"sp1115",0.13647385888066,1.05701524490454,2.91601491867079,0.362486226711885,0.71698871421455,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Cellvibrionales","Cellvibrionaceae","Cellvibrio"
"sp1116",0.0824566630957415,-0.032403329088391,2.9159787382888,-0.0111123337982246,0.991133822900064,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Chelatococcus"
"sp1117",0.0777886118293607,0.0743699452710566,2.91604704410777,0.0255036850044412,0.979653209236092,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas"
"sp1118",0.0419297211367795,0.550123949920702,2.91616836068802,0.188646155460966,0.850370155413307,NA,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella"
"sp1120",0.148745629655494,1.05701524490454,2.91601491867079,0.362486226711885,0.71698871421455,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas"
"sp1121",0.0989259150333977,0.0766915655055811,2.45884175038722,0.0311901184748892,0.97511792039659,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"sp1124",0.0364787718094397,0.282954970223389,2.91615652376276,0.097030103808793,0.922702487854817,NA,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae",NA
"sp1125",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"sp1126",0.111375206682616,0.941683553985305,2.91605683116171,0.322930453179869,0.746747912566501,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium"
"sp1127",0.114193786037819,0.94163394283013,2.61586888820956,0.359969854404528,0.718869677202045,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"sp1128",0,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"sp1129",0.123453549576359,0.941683553985305,2.91605683116171,0.322930453179869,0.746747912566501,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudorhodobacter"
"sp1130",0.0243191812062931,0.333697504397281,2.91617434377072,0.114429888291863,0.908897022170542,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Rheinheimera"
"sp1131",0.074692539857207,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"sp1132",0.0589758908060152,0.711679967744799,2.91614502898566,0.244048207709459,0.807193484078281,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"sp1133",0.0300706882465912,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"sp1134",0.100697226182403,0.768683452844767,2.63310370451663,0.291930565258871,0.770339713202235,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Microvirga"
"sp1135",0.0818807417296276,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"sp1137",0.143575836174319,-0.679428460974435,2.91526781671142,-0.233058677175281,0.815715842215046,NA,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",NA
"sp1138",0.0427064870594366,0.49464723299441,2.91617418730878,0.169621977708711,0.865307437301351,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"sp1139",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas"
"sp1140",0.0124963405580963,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_or","Acidobacteriae_fa","Paludibaculum"
"sp1141",0.0656040140701223,0.826358560731751,2.91610213779567,0.283377783658981,0.776887256779638,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"sp1143",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"sp1144",0.0492241656380333,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudorhodoplanes"
"sp1145",0.0124616308527075,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","Candidatus_Ovatusbacter"
"sp1146",0.107763450725601,0.950439495604377,2.84617672614192,0.333935516679151,0.738428218214696,NA,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus"
"sp1147",0.031694341782171,0.282954959933109,2.91615652375805,0.0970301002802362,0.922702490656976,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga"
"sp1148",0.0574197676336817,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Cephaloticoccus"
"sp1149",0.0954877100428758,-0.140938516560164,2.65830779900201,-0.0530181330442904,0.957717459952083,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"sp1150",0.0386447890411829,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hirschia"
"sp1151",0.0124234692963247,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"sp1152",0.0148671378614545,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia"
"sp1153",0,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",NA
"sp1154",0.0498812331162187,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosomonas"
"sp1156",0.024707866322222,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"sp1157",0.0243565321983007,0.439170942145941,2.91618023749357,0.150598010541147,0.88029283085156,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Candidatus_Symbiobacter"
"sp1158",0.092531880579467,0.719799172079628,2.86158499942082,0.251538630592946,0.801397699134489,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"sp1159",0.0249235626492028,0.231483204879259,2.91613339247369,0.0793801838683715,0.936730229880295,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"sp1160",0.012353933161111,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriae_or","Acidobacteriae_fa","Paludibaculum"
"sp1162",0.0777284113537402,0.662782645193927,2.91614178152918,0.227280665635666,0.820205506324548,NA,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"sp1163",0.0755271738823113,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"sp1164",0.0874060399122945,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"sp1165",0,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"sp1166",0.0625591013196451,0.711679967744799,2.91614502898566,0.244048207709459,0.807193484078281,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"sp1168",0.0351658140479021,0.494647233279428,2.9161741873088,0.169621977806448,0.865307437224483,NA,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinibacter"
"sp1169",0.0368155217643895,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"sp1170",0.0444891884075952,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"sp1171",0,NA,NA,NA,NA,NA,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","Ilumatobacter"
"sp1175",0.0258593521873408,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia"
"sp1176",0,NA,NA,NA,NA,NA,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera"
"sp1177",0.125169729254813,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"sp1178",0.0545142898913134,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Anaerolinea"
"sp1179",0.0162710664762643,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"sp1180",0.0439212027964871,0.494647231797865,2.9161741873087,0.169621977298403,0.865307437624054,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Holosporales","Holosporaceae",NA
"sp1181",0.0369107041850728,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"sp1182",0.0467103415661723,0.711679967744799,2.91614502898566,0.244048207709459,0.807193484078281,NA,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"sp1183",0.0412839181369033,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae",NA
"sp1184",0.0124963405580963,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae","Geothrix"
"sp1187",0.125183195152894,0.999328807888034,2.80460577238101,0.356317033120716,0.721603154742838,NA,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA
"sp1188",0.0750675040244474,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"sp1189",0.0607979530157328,0.711679967744799,2.91614502898566,0.244048207709459,0.807193484078281,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Nordella"
"sp1190",0.0465998240994237,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",NA
"sp1191",0,NA,NA,NA,NA,NA,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Cryomorphaceae","Vicingus"
"sp1192",0.10129050284614,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","SWB02"
"sp1193",0.136878561224954,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"sp1194",0.085117134222026,0.0743699652237594,2.9160470441209,0.0255036918467067,0.97965320377853,NA,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"sp1195",0.134135604264992,0.826326130581179,2.57651048669809,0.320715221167274,0.748426211328877,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Pedomicrobium"
"sp1198",0,NA,NA,NA,NA,NA,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"sp1199",0.0826437277350358,-0.42809716502388,2.91559947537889,-0.146829895065833,0.883266287561708,NA,"Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae","Anaerocolumna"
"sp1200",0.0124963405580963,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"sp1201",0.0519118622265176,0.127718485381851,2.91608279394083,0.0437979626803569,0.965065451073201,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"sp1202",0.142502195975829,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","OLB12"
"sp1203",0.0244065997143965,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",NA
"sp1204",0.0564635568213863,0.127718471982187,2.91608279393168,0.0437979580854037,0.965065454735928,NA,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter"
"sp1205",0.0249926811161927,0.543544560939148,2.91617743469504,0.186389399517451,0.852139404732242,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA
"sp1208",0.0493723350377803,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6"
"sp1210",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"sp1211",0.0273284398111008,0.599021276274647,2.91617160807928,0.205413589040869,0.83724900412653,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"sp1213",0.0360105443065152,0.0743699683832094,2.91604704412298,0.0255036929301587,0.979653202914341,NA,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus"
"sp1214",0.0500257033212779,0.655133350966,2.91616008415449,0.224656168406457,0.822246765495764,NA,"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae",NA
"sp1215",0.07463031622971,0.768698738034659,2.91612614640091,0.263602704218879,0.792086074546807,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium"
"sp1216",0.0124963405580963,0.488068270091364,2.91618348487451,0.167365418747774,0.867082533197306,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"sp1217",0.107748503509253,-0.196904647312999,2.91585143513622,-0.0675290396967019,0.946160544448903,NA,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus"
"sp1218",0.160296225165236,0.826358560731749,2.91610213779567,0.28337778365898,0.776887256779638,NA,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"sp1220",0,NA,NA,NA,NA,NA,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
